id,name,cal,fat,carbo,protein,cal2,protein2,fat2,basket
1457,토달토달 샌드위치,301kcal,13.00g,39.00g,7.00g,301 ,7,13,
1458,베이컨 토마토 비프버거,457kcal,21.00g,49.00g,18.00g,457 ,18,21,
1459,쫀득롤케익 복숭아요거트,357kcal,17.00g,43.00g,7.00g,357 ,7,17,
1460,에그 스테이크 머핀샌드,316kcal,16.00g,32.00g,11.00g,316 ,11,16,
1461,고구마아몬드샐러드,175kcal,7.00g,26.00g,2.00g,175 ,2,7,
1462,불고기마요 햄말이,271kcal,8.50g,39.00g,9.70g,271 ,9,8,
1463,트리플 불고기 치즈버거,694kcal,46.00g,47.00g,23.00g,694 ,23,46,
1464,토핑2배 소고기고추장,179kcal,1.70g,37.00g,4.00g,179 ,4,1,
1465,7찬 매콤 불고기,744kcal,24.00g,103.00g,29.00g,744 ,29,24,
1466,피자빵빵버거,298kcal,10.00g,35.00g,17.00g,298 ,17,10,
1467,백종원의 빽햄 스페셜정식,708kcal,24.00g,93.00g,30.00g,708 ,30,24,
1468,햄참치게맛살샌드,391kcal,23.00g,36.00g,10.00g,391 ,10,23,
1469,연유딸기찰떡꼬치,456kcal,7.58g,91.00g,6.25g,456 ,6,7,
1470,뉴요크치즈에그버거,507kcal,31.00g,37.00g,20.00g,507 ,20,31,
1471,베스트 4단 샌드위치,402kcal,22.00g,40.00g,11.00g,402 ,11,22,
1472,가나슈 레이어 케익,490kcal,29.00g,54.00g,5.00g,490 ,5,29,
1473,맥시멈 3단 버거,578kcal,30.00g,57.00g,20.00g,578 ,20,30,
1474,Nct-rex hot 돈까스 김밥,534kcal,14.00g,87.00g,15.00g,534 ,15,14,
1475,꿉당 풀드포크 버거,395kcal,11.00g,52.00g,22.00g,395 ,22,11,
1476,듬뿍 포테이토 샌드위치,508kcal,32.00g,46.00g,9.00g,508 ,9,32,
1477,빨간순대,518kcal,6.00g,102.00g,13.00g,518 ,13,6,
1478,콘초코클래식,160kcal,8.00g,20.00g,2.00g,160 ,2,8,
1479,빅소보로크림슈,376kcal,24.00g,33.00g,7.00g,376 ,7,24,
1480,얼큰 튀김우동,415kcal,9.00g,77.00g,7.00g,415 ,7,9,
1481,자이언트 매콤치킨피자,492kcal,16.00g,64.00g,23.00g,492 ,23,16,
1482,매콤큐브스테이크덮밥,410kcal,5.00g,79.00g,12.00g,410 ,12,5,
1483,에그 베이컨 샌드위치,252kcal,8.00g,37.00g,8.00g,252 ,8,8,
1484,포항시금치계란유부초밥,531kcal,19.00g,73.00g,17.00g,531 ,17,19,
1485,모짜치즈볼트리플치즈버거,525kcal,33.00g,38.00g,19.00g,525 ,19,33,
1486,맛있는 핫도그 오리지널,352kcal,20.00g,32.00g,11.00g,352 ,11,20,
1487,원형 전주비빔밥,178kcal,2.30g,33.00g,6.00g,178 ,6,2,
1488,헛개꿀물,103kcal,0.00g,25.00g,0.70g,103 ,0,0,
1489,만능비빔간장 도시락,894kcal,42.00g,101.00g,28.00g,894 ,28,42,
1490,반숙계란 버터간장밥 삼각김밥,179kcal,2.60g,34.00g,5.00g,179 ,5,2,
1491,돈까스한끼,664kcal,24.00g,95.00g,17.00g,664 ,17,24,
1492,눈꽃치즈함박,832kcal,44.00g,74.00g,35.00g,832 ,35,44,
1493,한입 돈까스,1375kcal,67.00g,157.00g,36.00g,1375 ,36,67,
1494,치킨 포테이토 샌드위치,397kcal,17.00g,44.00g,17.00g,397 ,17,17,
1495,스팸계란참치마요김밥,488kcal,20.00g,61.00g,16.00g,488 ,16,20,
1496,역대급 참치왕 참치마요 밥바,388kcal,16.00g,47.00g,14.00g,388 ,14,16,
1497,초코마카롱도넛,265kcal,14.00g,31.00g,4.00g,265 ,4,14,
1498,리챔 김치볶음 삼각김밥,213kcal,9.00g,29.00g,4.00g,213 ,4,9,
1499,NEW 참치마요네즈,186kcal,4.70g,31.00g,5.00g,186 ,5,4,
1500,토핑2배 닭갈비,176kcal,2.20g,34.00g,5.00g,176 ,5,2,
1501,포테이토 샌드,218kcal,10.00g,26.00g,6.00g,218 ,6,10,
1502,두툼한 통돈까스버거,583kcal,27.00g,64.00g,21.00g,583 ,21,27,
1503,백종원 치킨데리마요 덮밥,585kcal,17.00g,88.00g,20.00g,585 ,20,17,
1504,된장국 한상차림,499kcal,11.00g,80.00g,20.00g,499 ,20,11,
1505,커피앤버터쿠키,311kcal,17.00g,35.00g,5.00g,311 ,5,17,
1506,햄참치 김볶ball주먹밥,320kcal,8.00g,55.00g,7.00g,320 ,7,8,
1507,버터스카치라떼,215kcal,1.40g,42.00g,9.00g,215 ,9,1,
1508,크랜베리 튜나 샌드위치,346kcal,12.00g,47.00g,13.00g,346 ,13,12,
1509,대왕 모카빵,786kcal,26.00g,121.00g,17.00g,786 ,17,26,
1510,크래빗,85kcal,1.20g,9.00g,10.00g,85 ,10,1,
1511,에그마요 스쿱 샐러드,282kcal,22.00g,9.00g,12.00g,282 ,12,22,
1512,갈릭 퐁듀 큐브스테이크,558kcal,14.00g,89.00g,19.00g,558 ,19,14,
1513,치킨포테이토 샌드,397kcal,17.00g,42.00g,19.00g,397 ,19,17,
1514,매콤단짠 고추장불고기,197kcal,2.30g,38.00g,6.00g,197 ,6,2,
1515,치즈참치마요,355kcal,11.00g,51.00g,13.00g,355 ,13,11,
1516,빅 바베큐 버거,335kcal,15.00g,39.00g,11.00g,335 ,11,15,
1517,햄참치 폭탄주먹밥,320kcal,10.00g,50.00g,7.00g,320 ,7,10,
1518,곡물치킨샐러드,185kcal,8.00g,22.00g,6.00g,185 ,6,8,
1519,스누피캐릭터구미,216kcal,0.00g,50.00g,4.00g,216 ,4,0,
1520,치아바타 피자샌드 버터고구마,360kcal,19.00g,38.00g,9.00g,360 ,9,19,
1521,속초홍게볶음면,445kcal,15.00g,66.00g,11.00g,445 ,11,15,
1522,복숭아크림빵,432kcal,16.00g,65.00g,7.00g,432 ,7,16,
1523,돈까스마요&스팸마요 반반김밥,379kcal,15.00g,52.00g,9.00g,379 ,9,15,
1524,고구마앙파이,166kcal,6.00g,26.00g,2.00g,166 ,2,6,
1525,참치불고기김밥,335kcal,7.00g,56.00g,12.00g,335 ,12,7,
1526,더블초코케이크,254kcal,14.00g,28.00g,4.00g,254 ,4,14,
1527,치즈고구마샌드,423kcal,15.00g,59.00g,13.00g,423 ,13,15,
1528,보성녹돈등심돈까스버거,451kcal,19.00g,52.00g,18.00g,451 ,18,19,
1529,흰우유콘,210kcal,7.00g,33.00g,4.00g,210 ,4,7,
1530,알을 품은 꼬꼬 샐러드,170kcal,10.00g,10.00g,9.00g,170 ,9,10,
1531,맵달풍미 고추장불고기 삼각김밥,182kcal,3.30g,32.00g,6.00g,182 ,6,3,
1532,타르타르 참치마요 삼각김밥,209kcal,5.00g,36.00g,5.00g,209 ,5,5,
1533,맛있는 핫도그,310kcal,16.00g,31.00g,11.00g,310 ,11,16,
1534,호밀 3단 샌드위치,285kcal,11.00g,37.00g,9.00g,285 ,9,11,
1535,맵달 양념치킨,199kcal,3.40g,37.00g,5.00g,199 ,5,3,
1536,완전한판정식,731kcal,23.00g,102.00g,29.00g,731 ,29,23,
1537,클래식 마들렌,393kcal,21.00g,45.00g,6.00g,393 ,6,21,
1538,부드럽고 연한 소불고기 정식,484kcal,8.00g,82.00g,21.00g,484 ,21,8,
1539,딸기샌드위치,296kcal,12.00g,42.00g,5.00g,296 ,5,12,
1540,8찬정식,756kcal,24.00g,103.00g,32.00g,756 ,32,24,
1541,초코츄러스 뉴짱,503kcal,23.00g,68.00g,6.00g,503 ,6,23,
1542,모두의급식 버섯불고기,830kcal,30.00g,104.00g,36.00g,830 ,36,30,
1543,파르페 인절미,373kcal,17.00g,51.00g,4.00g,373 ,4,17,
1544,쇼콜라 티라미수,575kcal,34.00g,60.00g,7.00g,575 ,7,34,
1545,참치마요&통햄김볶,374kcal,10.00g,61.00g,10.00g,374 ,10,10,
1546,명란마요&와사비크랩,442kcal,10.00g,79.00g,9.00g,442 ,9,10,
1547,인생치케 바스크치즈,370kcal,22.00g,34.00g,9.00g,370 ,9,22,
1548,퐁당쇼콜라,385kcal,25.00g,33.00g,7.00g,385 ,7,25,
1549,블루베리,168kcal,0.00g,42.00g,0.00g,168 ,0,0,
1550,매콤맛있닭가슴살 도시락,720kcal,20.00g,98.00g,37.00g,720 ,37,20,
1551,불타는 치킨돈까스 삼각김밥,236kcal,8.00g,35.00g,6.00g,236 ,6,8,
1552,딸기우유콘,240kcal,8.00g,38.00g,4.00g,240 ,4,8,
1553,스팸계란참치마요,488kcal,20.00g,61.00g,16.00g,488 ,16,20,
1554,꼬막에 빠진 빨간밥,485kcal,13.00g,82.00g,10.00g,485 ,10,13,
1555,2XL 콤비네이션 피자,540kcal,19.00g,64.00g,27.00g,540 ,27,19,
1556,단짠델리버거,400kcal,17.00g,48.00g,14.00g,400 ,14,17,
1557,hot양념치킨,1289kcal,57.00g,128.00g,66.00g,1289 ,66,57,
1558,토마토파스타핫도그,534kcal,26.00g,56.00g,19.00g,534 ,19,26,
1559,무도빠 고소당한 치즈,145kcal,5.00g,13.00g,12.00g,145 ,12,5,
1560,바스크치즈타르트,285kcal,16.00g,21.00g,15.00g,285 ,15,16,
1561,투바이트 브라우니 미니팩,320kcal,16.00g,41.00g,3.00g,320 ,3,16,
1562,초코시루케이크,760kcal,30.00g,106.00g,12.00g,760 ,12,30,
1563,계란 떡볶이비빔 밥볼,298kcal,2.90g,58.00g,10.00g,298 ,10,2,
1564,듀록바베큐삼각,195kcal,4.30g,33.00g,6.00g,195 ,6,4,
1565,스파이시치킨&에그 샌드위치,325kcal,15.00g,37.00g,11.00g,325 ,11,15,
1566,수원왕갈비치킨버거,411kcal,19.00g,44.00g,16.00g,411 ,16,19,
1567,흑임자 우유,205kcal,9.00g,26.00g,5.00g,205 ,5,9,
1568,고기왕교자,430kcal,22.00g,45.00g,15.00g,430 ,15,22,
1569,베이컨 에그 디럭스 샌드위치,422kcal,22.00g,36.00g,20.00g,422 ,20,22,
1570,콘초코플러스,425kcal,26.00g,43.00g,5.00g,425 ,5,26,
1571,치즈닭갈비김밥,368kcal,8.00g,60.00g,14.00g,368 ,14,8,
1572,치킨시저 더블스테이크 버거,553kcal,37.00g,37.00g,18.00g,553 ,18,37,
1573,후레쉬 콘 샐러드,135kcal,7.00g,16.00g,2.00g,135 ,2,7,
1574,빅 불고기 버거 플러스,402kcal,10.00g,64.00g,14.00g,402 ,14,10,
1575,어른우유 말차,195kcal,6.00g,29.00g,6.00g,195 ,6,6,
1576,2XL 마르게리타 피자,475kcal,16.00g,58.00g,25.00g,475 ,25,16,
1577,갈릭퐁듀 큐브스테이크 도시락,558kcal,14.00g,89.00g,19.00g,558 ,19,14,
1578,호두파이,520kcal,33.00g,45.00g,10.00g,520 ,10,33,
1579,미트칠리점보핫도그,425kcal,25.00g,29.00g,21.00g,425 ,21,25,
1580,생딸기 티라미수,185kcal,9.00g,25.00g,2.00g,185 ,2,9,
1581,간장직화불고기,264kcal,4.00g,47.00g,10.00g,264 ,10,4,
1582,겉바속촉 참치마요 삼각김밥,219kcal,7.00g,31.00g,8.00g,219 ,8,7,
1583,카프레제샌드위치,295kcal,11.00g,39.00g,10.00g,295 ,10,11,
1584,간장닭볶음김밥,346kcal,6.00g,58.00g,15.00g,346 ,15,6,
1585,참치듬뿍 샌드위치,443kcal,23.00g,41.00g,18.00g,443 ,18,23,
1586,땡초마요진미채,232kcal,8.00g,34.00g,6.00g,232 ,6,8,
1587,바다소리 햇구어 고등어,160kcal,15.00g,3.00g,16.00g,160 ,16,15,
1588,베이컨에그디럭스샌드위치,422kcal,22.00g,36.00g,20.00g,422 ,20,22,
1589,고깃집볶음밥 2XL,282kcal,10.00g,38.00g,10.00g,282 ,10,10,
1590,칠리크랩새우덮밥,554kcal,18.00g,87.00g,11.00g,554 ,11,18,
1591,뚱한 메가 돈's바,268kcal,21.23g,3.66g,15.59g,268 ,15,21,
1592,치아바타 포테이토 피자,260kcal,12.00g,28.00g,8.00g,260 ,8,12,
1593,더블치즈 모닝토스트,285kcal,10.00g,36.00g,12.00g,285 ,12,10,
1594,명란에그샌드위치,231kcal,11.00g,26.00g,7.00g,231 ,7,11,
1595,흑마늘 훈제삼겹,406kcal,37.00g,5.00g,14.00g,406 ,14,37,
1596,참치 포테이토 샌드위치,335kcal,15.00g,37.00g,13.00g,335 ,13,15,
1597,앙증맞은 우유앙빵,190kcal,4.90g,35.00g,2.00g,190 ,2,4,
1598,허니&숯불치킨이닭,838kcal,30.00g,114.00g,28.00g,838 ,28,30,
1599,딸기젤라또바,112kcal,0.30g,27.00g,0.10g,112 ,0,0,
1600,The 치킨스테이크 샐러드,124kcal,1.93g,11.36g,15.37g,124 ,15,1,
1601,안동식 찜닭 ball 주먹밥,257kcal,3.70g,49.00g,7.00g,257 ,7,3,
1602,이건가요? 군대버거,395kcal,15.00g,55.00g,10.00g,395 ,10,15,
1603,매콤달콤 불고기 버거,305kcal,13.00g,36.00g,11.00g,305 ,11,13,
1604,푸짐한 바싹불고기,681kcal,17.00g,101.00g,31.00g,681 ,31,17,
1605,큐브크림치즈케익,430kcal,21.00g,54.00g,5.00g,430 ,5,21,
1606,쑥떡쑥떡샌드,195kcal,4.80g,35.00g,3.00g,195 ,3,4,
1607,다이제스티브 건포도 비스킷,259kcal,7.00g,45.00g,4.00g,259 ,4,7,
1608,치킨텐더,368kcal,8.00g,62.00g,12.00g,368 ,12,8,
1609,오리 파워업 덮밥,651kcal,19.00g,102.00g,18.00g,651 ,18,19,
1610,비어햄샌드위치,407kcal,19.00g,40.00g,19.00g,407 ,19,19,
1611,서울시스터즈 김치볶음밥,658kcal,18.00g,100.00g,24.00g,658 ,24,18,
1612,매실 불고기 김밥,368kcal,8.00g,60.00g,14.00g,368 ,14,8,
1613,꾸덕한 쿠키앤치즈케이크,310kcal,14.00g,43.00g,3.00g,310 ,3,14,
1614,생일초코케이크,645kcal,30.00g,87.00g,7.00g,645 ,7,30,
1615,엄마가 싸준 도시락,617kcal,17.00g,94.00g,22.00g,617 ,22,17,
1616,자이언트 매콤까르보떡볶이,700kcal,11.00g,138.00g,14.00g,700 ,14,11,
1617,남도 떡갈비 빅밥바,377kcal,13.00g,52.00g,13.00g,377 ,13,13,
1618,매콤치킨햄샌드위치,397kcal,21.00g,41.00g,11.00g,397 ,11,21,
1619,에그밤 샌드위치,425kcal,21.00g,41.00g,18.00g,425 ,18,21,
1620,초코크런치,335kcal,18.00g,38.00g,5.00g,335 ,5,18,
1621,띵작 쫀득 멜론 롤케익 (50g),157kcal,9.00g,17.00g,2.00g,157 ,2,9,
1622,스키피 땅콩버터샌드,364kcal,16.00g,43.00g,12.00g,364 ,12,16,
1623,리얼딸기망고에이드,110kcal,0.00g,27.00g,0.00g,110 ,0,0,
1624,로제볶음우동,445kcal,5.00g,91.00g,9.00g,445 ,9,5,
1625,치킨마요 밥바,560kcal,20.00g,84.00g,11.00g,560 ,11,20,
1626,대파제육김밥,382kcal,6.00g,69.00g,13.00g,382 ,13,6,
1627,The 건강식단 프로틴,431kcal,11.00g,42.00g,41.00g,431 ,41,11,
1628,베이컨 치즈 디럭스 샌드위치,448kcal,24.00g,44.00g,14.00g,448 ,14,24,
1629,매콤한 명란마요 삼각김밥,201kcal,3.20g,35.00g,8.00g,201 ,8,3,
1630,동해홍게딱지장,179kcal,3.00g,34.00g,4.00g,179 ,4,3,
1631,어묵무말랭이김밥,350kcal,4.20g,69.00g,9.00g,350 ,9,4,
1632,강릉초당 순두부 아이스크림,178kcal,8.00g,22.00g,5.00g,178 ,5,8,
1633,스팸마요계란밥,311kcal,11.00g,43.00g,10.00g,311 ,10,11,
1634,대왕스팸덮밥,593kcal,21.00g,84.00g,17.00g,593 ,17,21,
1635,토핑왕 매콤 직화불고기 삼각김밥,268kcal,4.40g,47.00g,10.00g,268 ,10,4,
1636,통햄에그 밥샌드,292kcal,4.00g,55.00g,9.00g,292 ,9,4,
1637,망고듬뿍빙수,259kcal,4.80g,51.00g,3.00g,259 ,3,4,
1638,아메리칸 치즈 버거,374kcal,22.00g,33.00g,11.00g,374 ,11,22,
1639,매콤멸추김밥,373kcal,5.00g,68.00g,14.00g,373 ,14,5,
1640,단짠단짠 버카롱,407kcal,23.00g,44.00g,6.00g,407 ,6,23,
1641,채식마요유부초밥,505kcal,21.00g,64.00g,15.00g,505 ,15,21,
1642,리얼불고기 핫도그,499kcal,27.00g,41.00g,23.00g,499 ,23,27,
1643,다쿠아즈 딸기,95kcal,4.20g,13.00g,1.00g,95 ,1,4,
1644,달달한 돈까스 짜장 삼각김밥,195kcal,4.80g,31.00g,7.00g,195 ,7,4,
1645,스파이시참치&에그 샌드위치,381kcal,21.00g,35.00g,13.00g,381 ,13,21,
1646,마늘맛콘스낵,600kcal,27.00g,83.00g,6.00g,600 ,6,27,
1647,오므라이스롤,235kcal,3.00g,42.00g,10.00g,235 ,10,3,
1648,에그치킨샌드위치,297kcal,13.00g,32.00g,13.00g,297 ,13,13,
1649,치킨케밥덮밥,455kcal,9.00g,73.00g,20.00g,455 ,20,9,
1650,그릭슈바인 순살학센 슬라이스,192kcal,8.00g,5.00g,25.00g,192 ,25,8,
1651,계란떡볶이비빔밥볼,298kcal,2.90g,58.00g,10.00g,298 ,10,2,
1652,장조림버터간장,168kcal,1.30g,33.00g,6.00g,168 ,6,1,
1653,베이컨토마토비프버거,457kcal,21.00g,49.00g,18.00g,457 ,18,21,
1654,진도대파소불고기유부초밥,488kcal,12.00g,79.00g,16.00g,488 ,16,12,
1655,더블에그파니니,386kcal,22.00g,33.00g,14.00g,386 ,14,22,
1656,코우코우 나타드코코 리치맛,150kcal,0.30g,37.00g,0.00g,150 ,0,0,
1657,밀크초콜릿 샌드위치 비스킷,496kcal,24.00g,64.00g,6.00g,496 ,6,24,
1658,초코아몬드쿠키,146kcal,6.00g,21.00g,2.00g,146 ,2,6,
1659,치즈쉬림프 볼샐러드,151kcal,7.00g,15.00g,7.00g,151 ,7,7,
1660,빡포션,43kcal,0.00g,6.00g,5.00g,43 ,5,0,
1661,감귤 타르트 약과,130kcal,4.70g,20.00g,2.00g,130 ,2,4,
1662,콤보 치즈 크래커,86kcal,4.00g,11.50g,1.00g,86 ,1,4,
1663,크림치즈 치킨버거,477kcal,21.00g,53.00g,21.00g,477 ,21,21,
1664,초계곤약면,100kcal,2.66g,9.92g,9.22g,100 ,9,2,
1665,오후의 티라미수 녹차,365kcal,18.00g,45.00g,5.00g,365 ,5,18,
1666,향긋한 아베크 까망베르 치즈쿠키,185kcal,10.00g,22.00g,2.00g,185 ,2,10,
1667,밀크 크런치 초콜릿,151kcal,8.00g,16.00g,2.00g,151 ,2,8,
1668,뉴불고기버거,279kcal,11.00g,36.00g,9.00g,279 ,9,11,
1669,수원식왕갈비 치킨버거,411kcal,19.00g,44.00g,16.00g,411 ,16,19,
1670,리챔통햄김볶,168kcal,2.70g,30.00g,6.00g,168 ,6,2,
1671,콘치즈김볶 삼각김밥,218kcal,4.70g,39.00g,5.00g,218 ,5,4,
1672,맥앤치즈그라탕,590kcal,42.00g,42.00g,11.00g,590 ,11,42,
1673,후라이드에그 샌드위치,290kcal,12.00g,36.00g,10.00g,290 ,10,12,
1674,에그 vs 치킨 샌드위치,297kcal,13.00g,32.00g,13.00g,297 ,13,13,
1675,초코아몬드쿠키,400kcal,20.00g,51.00g,4.00g,400 ,4,20,
1676,후레쉬 콘 샐러드,265kcal,14.00g,32.00g,3.00g,265 ,3,14,
1677,Big 요구르트,45kcal,0.00g,10.00g,1.20g,45 ,1,0,
1678,대왕유부 너비아니,231kcal,7.00g,35.00g,7.00g,231 ,7,7,
1679,레인보우 샌드위치,316kcal,12.00g,40.00g,12.00g,316 ,12,12,
1680,스팸가득 유부초밥,448kcal,16.00g,61.00g,15.00g,448 ,15,16,
1681,쫀득한마카롱과일,304kcal,17.00g,33.00g,4.00g,304 ,4,17,
1682,초코마카롱 (64g),280kcal,12.00g,38.00g,5.00g,280 ,5,12,
1683,제주녹차 티라미수,402kcal,26.00g,36.00g,6.00g,402 ,6,26,
1684,거꾸로 초코블랑,214kcal,10.00g,29.00g,2.00g,214 ,2,10,
1685,핫크리스피 통살치킨버거,331kcal,15.00g,35.00g,14.00g,331 ,14,15,
1686,크랜베리치킨샌드위치,397kcal,13.00g,54.00g,16.00g,397 ,16,13,
1687,통밀햄계란,347kcal,15.00g,38.00g,15.00g,347 ,15,15,
1688,딸기오믈렛,290kcal,14.00g,37.00g,4.00g,290 ,4,14,
1689,빅불고기버거플러스,345kcal,15.00g,39.00g,13.00g,345 ,13,15,
1690,돼지불고기 삼각김밥,173kcal,2.80g,31.00g,6.00g,173 ,6,2,
1691,팝핑캔디스낵,275kcal,16.00g,30.00g,3.00g,275 ,3,16,
1692,맘모쑥,768kcal,16.00g,142.00g,14.00g,768 ,14,16,
1693,볼로네제 치즈핫도그,345kcal,17.00g,36.00g,12.00g,345 ,12,17,
1694,유자꿀물,125kcal,0.00g,31.00g,0.00g,125 ,0,0,
1695,달콤함이 꽉찬 호떡,264kcal,3.40g,51.00g,5.95g,264 ,5,3,
1696,초코바나나콘,370kcal,24.00g,36.00g,3.00g,370 ,3,24,
1697,오늘의 도시락 미트볼&치킨까스,822kcal,30.00g,108.00g,30.00g,822 ,30,30,
1698,통통 마일드 치킨버거,416kcal,20.00g,42.00g,17.00g,416 ,17,20,
1699,자이언트 피자콤보,540kcal,19.00g,64.00g,27.00g,540 ,27,19,
1700,베이컨 핫도그,508kcal,32.00g,43.00g,12.00g,508 ,12,32,
1701,소이볼 샐러드,145kcal,7.00g,16.00g,6.00g,145 ,6,7,
1702,허브갈릭 훈제오리,345kcal,28.00g,7.00g,16.00g,345 ,16,28,
1703,삼육두유 마카롱,330kcal,17.00g,38.60g,4.00g,330 ,4,17,
1704,에그포테이토&펌킨 샌드위치,396kcal,20.00g,47.00g,7.00g,396 ,7,20,
1705,채식유부김밥,393kcal,13.00g,55.00g,14.00g,393 ,14,13,
1706,커스터드 한입롤,200kcal,8.00g,28.00g,4.00g,200 ,4,8,
1707,통통새우 핫도그,341kcal,17.00g,39.00g,8.00g,341 ,8,17,
1708,스파이시 치즈버거,650kcal,38.00g,55.00g,22.00g,650 ,22,38,
1709,콰트로 치즈 감자칩,365kcal,19.00g,45.00g,4.00g,365 ,4,19,
1710,오후의 티라미수,425kcal,27.00g,41.00g,5.00g,425 ,5,27,
1711,플로리다 자몽 주스,150kcal,0.80g,33.00g,2.00g,150 ,2,0,
1712,당근케이크,500kcal,22.00g,67.00g,9.00g,500 ,9,22,
1713,크림살롱 초코크림,369kcal,17.00g,47.00g,7.00g,369 ,7,17,
1714,베이컨치즈샌드,363kcal,15.00g,40.00g,17.00g,363 ,17,15,
1715,매콤가마로강정버거,521kcal,21.00g,58.00g,25.00g,521 ,25,21,
1716,백종원 더블치킨불고기,505kcal,21.00g,53.00g,26.00g,505 ,26,21,
1717,프로틴허브치킨에그볼,229kcal,9.00g,16.00g,21.00g,229 ,21,9,
1718,The 부드러운 치킨단호박 샌드위치,302kcal,14.00g,34.00g,10.00g,302 ,10,14,
1719,쫀득롤케익 민트초코,422kcal,25.00g,42.00g,7.00g,422 ,7,25,
1720,2XL 매운치즈볶음밥,308kcal,8.00g,50.00g,9.00g,308 ,9,8,
1721,쫀득롤케익 순우유,445kcal,25.00g,47.00g,7.00g,445 ,7,25,
1722,GET 카페라떼,186kcal,6.00g,27.00g,6.00g,186 ,6,6,
1723,순삭토스트 햄치즈,322kcal,10.00g,41.00g,17.00g,322 ,17,10,
1724,돈까스엔 커리,595kcal,27.00g,61.00g,27.00g,595 ,27,27,
1725,팔도진미 춘천식 닭갈비 도시락,633kcal,17.00g,90.00g,30.00g,633 ,30,17,
1726,허니바나나스낵,380kcal,19.00g,48.00g,4.00g,380 ,4,19,
1727,그린티 크림모찌,205kcal,15.00g,45.00g,3.00g,205 ,3,15,
1728,베스트 꼬마 김밥,522kcal,18.00g,78.00g,12.00g,522 ,12,18,
1729,통고기산적 전주비빔밥,183kcal,3.90g,32.00g,5.00g,183 ,5,3,
1730,망고,156kcal,0.00g,39.00g,0.00g,156 ,0,0,
1731,씨유우유 저지방,38kcal,0.80g,5.00g,3.00g,38 ,3,0,
1732,호밀3단 샌드위치,285kcal,11.00g,37.00g,9.00g,285 ,9,11,
1733,소시지&에그 샌드위치,406kcal,22.00g,43.00g,9.00g,406 ,9,22,
1734,토핑2배 참치마요,209kcal,5.00g,35.00g,6.00g,209 ,6,5,
1735,광양식불고기덮밥,552kcal,8.00g,94.00g,26.00g,552 ,26,8,
1736,햄야채계란김밥,438kcal,14.00g,61.00g,17.00g,438 ,17,14,
1737,귤농장,455kcal,15.00g,74.00g,6.00g,455 ,6,15,
1738,마늘간장가마로강정버거,450kcal,14.00g,59.00g,22.00g,450 ,22,14,
1739,생딸기크림소보로,327kcal,11.00g,51.00g,6.00g,327 ,6,11,
1740,공 닭갈비 삼각김밥,181kcal,2.80g,32.00g,7.00g,181 ,7,2,
1741,스팸김치볶음밥바,362kcal,14.00g,51.00g,8.00g,362 ,8,14,
1742,매콤튀김말이,211kcal,3.90g,41.00g,3.00g,211 ,3,3,
1743,유부위에 나있새우,463kcal,15.00g,69.00g,13.00g,463 ,13,15,
1744,띵작 쫀득찰떡롤 플레인,465kcal,25.00g,52.00g,8.00g,465 ,8,25,
1745,브라우니타르트,190kcal,10.00g,23.00g,2.00g,190 ,2,10,
1746,볶음김치참치김밥,305kcal,5.00g,55.00g,10.00g,305 ,10,5,
1747,앵그리 크림 쫄면,768kcal,24.00g,122.00g,16.00g,768 ,16,24,
1748,핫치닭,692kcal,28.00g,67.00g,43.00g,692 ,43,28,
1749,리얼BIG직화스파이시치킨,315kcal,9.00g,11.00g,47.00g,315 ,47,9,
1750,매콤마늘곱창덮밥,558kcal,10.00g,100.00g,17.00g,558 ,17,10,
1751,코코넛밀크,324kcal,24.00g,26.00g,1.00g,324 ,1,24,
1752,잇츠빅불고기버거,680kcal,36.00g,65.00g,24.00g,680 ,24,36,
1753,허니샤워팝콘,360kcal,21.00g,42.00g,4.40g,360 ,4,21,
1754,cu우유,65kcal,4.00g,4.50g,3.00g,65 ,3,4,
1755,아몬드 치킨 샐러드 샌드위치,290kcal,12.00g,36.00g,9.00g,290 ,9,12,
1756,양념숯불갈비맛,183kcal,2.10g,36.00g,5.00g,183 ,5,2,
1757,커리 크랩 샌드위치,347kcal,15.00g,43.00g,10.00g,347 ,10,15,
1758,띵작 모찌모찌롤 티라미수,490kcal,29.00g,50.00g,8.00g,490 ,8,29,
1759,딥치즈 치킨 미니샐러드,163kcal,11.00g,7.00g,9.00g,163 ,9,11,
1760,다이제볼,229kcal,13.00g,25.00g,3.00g,229 ,3,13,
1761,생딸기가나슈케익,385kcal,15.00g,59.00g,4.00g,385 ,4,15,
1762,애플크림샌드위치,484kcal,24.00g,63.00g,4.00g,484 ,4,24,
1763,비타 레드자몽,48kcal,0.00g,12.00g,0.00g,48 ,0,0,
1764,건포도호두 크루아상,322kcal,18.00g,36.00g,4.00g,322 ,4,18,
1765,미니초코롤케익,280kcal,10.00g,42.00g,5.00g,280 ,5,10,
1766,참치불닭 삼각김밥,216kcal,8.00g,30.00g,6.00g,216 ,6,8,
1767,양념치킨버거,481kcal,21.00g,55.00g,18.00g,481 ,18,21,
1768,새콤 치킨 샐러드 샌드위치,349kcal,17.00g,36.00g,13.00g,349 ,13,17,
1769,마요계란밥,311kcal,11.00g,43.00g,10.00g,311 ,10,11,
1770,직화불고기 참피온,858kcal,30.00g,110.00g,37.00g,858 ,37,30,
1771,쿠키앤크림 오믈렛,510kcal,30.00g,56.00g,5.00g,510 ,5,30,
